,word,creole_word,creole name
2594,function,fonksyone,hatian
2595,merge,fonn (amalgame),hatian
2596,melt,fonn,hatian
2597,dark,fonse (nwa),hatian
2598,forest,forè (rakbwa),hatian
2599,(n) force,fòs,hatian
2600,strength,"fòs (kouraj, pwisans)",hatian
2601,effort,fòs,hatian
2602,exert,fose,hatian
2603,(v) force,fòse,hatian
2604,strain,fòse,hatian
2605,(n) fault,"fòt, defo",hatian
2606,error,fòt,hatian
2607,armchair,fotèy (dodin),hatian
2608,wealth,fòtin (byen),hatian
2609,fortune,fòtin,hatian
2610,photograph,"foto, pòtre",hatian
2611,(n) picture,"foto, pòtre",hatian
2612,xerox,fotokopye,hatian
2613,crazy,fou,hatian
2614,delirious,fou,hatian
2615,insane,fou,hatian
2616,mad,fou,hatian
2617,oven,fou,hatian
2618,(n) fork,fouchèt,hatian
2619,fern,foujè,hatian
2620,(n) crowd,foul,hatian
2621,ant,foumi,hatian
2622,bake,founen,hatian
2623,batch,founen (pake),hatian
2624,cater,founi (aprovizyone),hatian
2625,(v) supply,founi,hatian
2626,put,foure (etenn),hatian
2627,put,foure (etenn),hatian
2628,engage,foure,hatian
2629,hide,foure,hatian
2630,(v) hide,foure,hatian
2631,insert,foure,hatian
2632,provide,fourni,hatian
2633,delve,fouye,hatian
2634,dig,fouye,hatian
2635,(n) manufacture,frabrik (izin),hatian
2636,brittle,frajil (poud),hatian
2637,fragile,frajil,hatian
2638,(n) crash,fraka,hatian
2639,(n) fracture,frakti,hatian
2640,candid,fran,hatian
2641,frank,fran,hatian
2642,France,Frans,hatian
2643,French,franse,hatian
2644,(v) bump,"frape, pouse",hatian
2645,(v) kick,frape ak pye,hatian
2646,(v) bang,frape,hatian
2647,(v) hit,frape,hatian
2648,knock,frape,hatian
2649,(v) rap,frape,hatian
2650,(v) strike,frape,hatian
2651,phrase,fraz,hatian
2652,sentence,fraz,hatian
2653,fresh,fre (frèch),hatian
2654,brother,frè,hatian
2655,expense (s),frè,hatian
2656,fresh,frèch,hatian
2657,(n) cold,fredi,hatian
2658,breaks (of car),fren,hatian
2659,(v) constrain,frennen (kontrenn),hatian
2660,cold adj,frèt,hatian
2661,cool,frèt,hatian
2662,fright,freyè (laperèz),hatian
2663,fry,fri,hatian
2664,refrigerator,frijidè,hatian
2665,(v) chafe,friksyonen (irite),hatian
2666,frustration,fristrasyon,hatian
2667,(n) hoot owl,frize,hatian
2668,fraud,fròd,hatian
2669,cheese,fromaj,hatian
2670,border,"frontyè (bòdi, lizyè)",hatian
2671,(v) chafe,"frote (friksyonen, irite)",hatian
2672,(v) rub,frote (masaje),hatian
2673,(v) scrub,frote,hatian
2674,leak,fuit,hatian
2675,liver,fwa,hatian
2676,time (number of time),fwa,hatian
2677,liver,fwa di,hatian
2678,lungs (of animal),fwa mou,hatian
2679,fruit,fwi,hatian
2680,"abrade, to rub",fwote (kòche),hatian
2681,(n) bile,fyèl,hatian
2682,"(n) stamina, endurance",fyèl,hatian
2683,(n) gall baldder,fyèl,hatian
2684,proud,fyè,hatian
2685,pride,fyète,hatian
2686,gain,"benefis, gen, (v) akeri",hatian
2687,gall,"ffyèl, bil",hatian
2688,gallon,galon,hatian
2689,gamble,jwè,hatian
2690,game,jwèt,hatian
2691,gang,klik,hatian
2692,gap,fant,hatian
2693,garage,garaj,hatian
2694,garden,"jaden flè, patè",hatian
2695,gardner,jadinye,hatian
2696,garlic,lay,hatian
2697,garment,"abiyman, rad",hatian
2698,gas,gaz,hatian
2699,gas station,ponp gaz,hatian
2700,gate,pòtay,hatian
2701,gather,ranmase,hatian
2702,gathering,konbit,hatian
2703,gauge,"geji, (v) tcheke",hatian
2704,gaze,"fikse, kontanple",hatian
2705,general,jeneral,hatian
2706,generate,"jenere, pwodui",hatian
2707,generous,jenere,hatian
2708,genetics,jenetik,hatian
2709,genisis,jenèz,hatian
2710,gentle,"janti, soupl",hatian
2711,gently,dousman,hatian
2712,geography,jeografi,hatian
2713,geometry,jeometri,hatian
2714,German,alman,hatian
2715,get,pran,hatian
2716,get along,degaje; kenbe,hatian
2717,get back,rantre,hatian
2718,get a breath of fresh air,pran van,hatian
2719,get down,mete,hatian
2720,get up,leve,hatian
2721,ghost,"fantom, zonbi",hatian
2722,giant,jeyan,hatian
2723,gift,"kado, don",hatian
2724,giggle,griyen,hatian
2725,gin,djin,hatian
2726,girl,"tifi, djal",hatian
2727,give,"bay, ban",hatian
2728,give up,"lage, abondone",hatian
2729,glad,kontan,hatian
2730,glance,gade,hatian
2731,glare,ekla,hatian
2732,glass,"vit, vè",hatian
2733,gleam,miwate,hatian
2734,glide,glise,hatian
2735,glitter,ekla,hatian
2736,globe,glòb,hatian
2737,gloom,tenèb,hatian
2738,glory,laglwa,hatian
2739,glue,lakòl,hatian
2740,glue,v. kole,hatian
2741,glutton,gouman,hatian
2742,gluttony,safrete,hatian
2743,gnat,papiyon lanp,hatian
2744,go,ale,hatian
2745,go down,desann,hatian
2746,go in,rantre,hatian
2747,go out,sòti,hatian
2748,go to bed,kouche,hatian
2749,go up,monte,hatian
2750,goal,objktif,hatian
2751,goat,kabrit,hatian
2752,god,"espri, lwa, dye God",hatian
2753,gold,lò,hatian
2754,golden,annò,hatian
2755,good,bon,hatian
2756,goods,danre,hatian
2757,goose,zwa,hatian
2758,gossip,"tripotay, zin",hatian
2759,gourde,goud,hatian
2760,govern,gouvène,hatian
2761,government,gouvènman,hatian
2762,governmental,gouvènmantal,hatian
2763,gown,ròb,hatian
2764,grace,lagras,hatian
2765,grade,"grad (v) evalye, nivle",hatian
2766,graduate,diplome,hatian
2767,graduate,v. gradye,hatian
2768,grain,grenn,hatian
2769,grandchild,ptit-pitit,hatian
2770,grandmother,gran-papa,hatian
2771,grandmother,grann,hatian
2772,grape,rezen,hatian
2773,grapefruit,chadèk,hatian
2774,grasp,atrab,hatian
2775,grass,zèb,hatian
2776,grate,graje,hatian
2777,gratitude,rekonesans,hatian
2778,grave,grav (n) tonm,hatian
2779,gravy,sòs,hatian
2780,gray,gri,hatian
2781,grease,"grès, (ve) grese",hatian
2782,great,"gran, gwo",hatian
2783,greedy,"vòlè, visye, voras, gouman",hatian
2784,be greedy,gen groje,hatian
2785,green,"vèt, vè",hatian
2786,greet,salye,hatian
2787,grilled,grie,hatian
2788,grime,salte,hatian
2789,grin,ri jòn,hatian
2790,grind,moulen,hatian
2791,grinder,moulen,hatian
2792,grip,priz,hatian
2793,grocery,pwovizyon,hatian
2794,ground,"teren, tè",hatian
2795,group,"gwoup, (v) gwoupe",hatian
2796,grow,grandi,hatian
2797,guard,"gad, jandam, (v) gade, siveye",hatian
2798,guess,devine,hatian
2799,guest,envite,hatian
2800,guilty,koupab,hatian
2801,gulp,"gòje, (v) vale",hatian
2802,gum,"goonm, chiklèt, (v) gonmen",hatian
2803,gun,"revolvè, kanno",hatian
2804,gust,rafal,hatian
2805,gut,zantray,hatian
2806,guy,nèg,hatian
2807,Gypsy,djipsi,hatian
2808,habit,abitid,hatian
2809,hail (ice),lagrèl,hatian
2810,hack,"chire, rache",hatian
2811,haggle,machande,hatian
2812,hair,"cheve, pwal",hatian
2813,hairband,bando,hatian
2814,hairbrush,bwòs tèt,hatian
2815,haircut,fè tèt,hatian
2816,hairdresser,kwafè,hatian
2817,Haiti,"Ayiti, Peyi Dayiti",hatian
2818,Haitian,Aiysyen,hatian
2819,half,"demi, (n) mwatye",hatian
2820,hall,"koridò, òl",hatian
2821,ham,janbon,hatian
2822,hammer,mato,hatian
2823,hand,men,hatian
2824,handbag,valiz,hatian
2825,handcuffs,menòt,hatian
2826,handful,ponyen,hatian
2827,handicap,andikap,hatian
2828,handkerchief,mouchwa,hatian
2829,handle,"manch, (v) manyen, touche, okipe",hatian
2830,handle,lans,hatian
2831,handlebars,gidon,hatian
2832,handsaw,"legoin, goin, goyin",hatian
2833,handshake,lanmen,hatian
2834,handsome,bèl,hatian
2835,handy,"itil,(adv) sou la men",hatian
2836,hang,"pann, kwoke",hatian
2837,hang out (to idle),pandye,hatian
2838,hang up,kwoke,hatian
2839,hangover,an mal makak,hatian
2840,happen,"rive, pase",hatian
2841,happy,kontan,hatian
2842,harbor,"pò, waf",hatian
2843,harm,maltrete,hatian
2844,to harness,hanache,hatian
2845,harvest,rekòlte,hatian
2846,haste,anpresman,hatian
2847,hat,chapo,hatian
2848,hate,"èn, rayisman, (v) rayi",hatian
2849,haul,"bwote, chaje",hatian
2850,have,genyen,hatian
2851,have to,fo,hatian
2852,haven,azil,hatian
2853,hawk,malfini,hatian
2854,hay,zèb,hatian
2855,he,li,hatian
2856,head,"tèt, (v) dirije",hatian
2857,headache,maltèt,hatian
2858,health,"sante, lasante",hatian
2859,healthy,ansante,hatian
2860,heap,pil,hatian
2861,heart,"kè (heart), mitan (center - middle)",hatian
2862,heat,chalè,hatian
2863,heaven,"suèl, paradi",hatian
2864,heavy,"lou, peze",hatian
2865,Hebrew,ebre,hatian
2866,hedge,"bòdi, lizyè",hatian
2867,heed,fè atansyon,hatian
2868,heel,talon,hatian
2869,height,wotè,hatian
2870,hell,lanfè,hatian
2871,hello,bonjou,hatian
2872,help,"èd ,asistans, (v) ede",hatian
2873,hen,maman poul,hatian
2874,her,li,hatian
2875,herb,zepis,hatian
2876,here,"isit, men",hatian
2877,herring,aran,hatian
2878,herself,li-menm,hatian
2879,hesitate,ezite,hatian
2880,hiccup,okèt,hatian
2881,hide,"(n) po, (v) kache, sere, foure",hatian
2882,hideous,"lèd, efreyan",hatian
2883,high,"wo, elve, apik",hatian
2884,high school,lekèl segondè,hatian
2885,hijack,detounen,hatian
2886,hill,mòn,hatian
2887,hillbilly,moun mòn,hatian
2888,hire,enplwaye,hatian
2889,historic,istorik,hatian
2890,hit,v frape,hatian
2891,hit,n kou ( a hit with a stick = kou d baton),hatian
2892,hoarse,answe,hatian
2893,hoe,wou,hatian
2894,hog,kochon,hatian
2895,hold,kenbe,hatian
2896,hole,twou,hatian
2897,holiday,knoje,hatian
2898,hollow,kre,hatian
2899,holy,sen,hatian
2900,home,lakay,hatian
2901,home economics,ekonomi domestik,hatian
2902,homespun,natif natal,hatian
2903,honest,onèt,hatian
2904,honey,"siwo, siwo myèl",hatian
2905,honor,lonè,hatian
2906,hoof,pat zannimo,hatian
2907,hook,"kwòk, zen, (v) kwoke",hatian
2908,hop up and down,ponpe,hatian
2909,hope,"lespwa, (v) espere",hatian
2910,horn,"kòn, klakxonn",hatian
2911,hornet,gèp,hatian
2912,horse,"chwal, cheval",hatian
2913,hospitality,ospitalite,hatian
2914,host,"animatè, mètkay",hatian
2915,hostess,otès,hatian
2916,hot,cho,hatian
2917,hotel,lotèl,hatian
2918,hour,lè,hatian
2919,house,kay,hatian
2920,hoe,"kijan, kòman",hatian
2921,however,"men, sepedan",hatian
2922,howl,ranni,hatian
2923,huge,gro,hatian
2924,human,"moun, imen",hatian
2925,human phisiology,fizyoloji moun,hatian
2926,human rights,dwa moun,hatian
2927,humble,modès,hatian
2928,humid,"imid, mouye",hatian
2929,humiliate,fè ront,hatian
2930,hunchback,bosu,hatian
2931,hundred,san,hatian
2932,hunt,"lachas, (v) chase",hatian
2933,hurricane,siklòn,hatian
2934,hurry,"kouri, prese",hatian
2935,husband,mari,hatian
2936,hush,silans,hatian
2937,hyphen,tirè,hatian
2938,hip; pelvis,hanch,hatian
2939,voodoo priest,houngan,hatian
2940,ID Card,kat-didantite,hatian
2941,ice,glas,hatian
2942,ice cream,krèm,hatian
2943,ice pick,pik,hatian
2944,identify,idantifye,hatian
2945,identification,idantite,hatian
2946,idiot,idyo,hatian
2947,idiot,baba,hatian
2948,idle,aryenafè,hatian
2949,if,si,hatian
2950,ignorance,"iyorans (same as: liyorans, inyorance)",hatian
2951,ignorant of,iyore,hatian
2952,ignorant,"iyoran (same as: sòt, kreten)",hatian
2953,ignore,vag,hatian
2954,ill,malad,hatian
2955,ill-bred,maledve,hatian
2956,ill-mannered,bourik,hatian
2957,illegitimate,"ilejitim, deyò",hatian
2958,illicit,anbachal,hatian
2959,illness,maladi,hatian
2960,image,imaj,hatian
2961,imaginatiom,imajinasyon,hatian
2962,imagine,imajine,hatian
2963,imbecile,enbesil (same as: joko),hatian
2964,imitate,imite,hatian
2965,imitation,imitasyon,hatian
2966,immature (unripe),ole,hatian
2967,immediate,imedyat,hatian
2968,immediately,touswit,hatian
2969,immense,imans,hatian
2970,immigrant,imigran,hatian
2971,immigration,v. imigrasyon,hatian
2972,immoral,imoral,hatian
2973,immortal,imòtèl,hatian
2974,impart,montre,hatian
2975,impatient,enpasyan,hatian
2976,impeach,"anpeche, revoke",hatian
2977,implicate,enplije,hatian
2978,important,enpòtan,hatian
2979,impossible,enposib,hatian
2980,impress,enpresyone,hatian
2981,improve,amelyore,hatian
2982,in,"nan, non, andedan, a, an",hatian
2983,in a good mood,sou san (sou san-m),hatian
2984,in a while,talè,hatian
2985,in case,sizoka,hatian
2986,in it,ladan,hatian
2987,in order to,pou,hatian
2988,in February 1993,nan mwa fevrye lane 1993,hatian
2989,in general,an jeneral,hatian
2990,in step,opa,hatian
2991,"in that area, around there",la-yo,hatian
2992,in the wink of an eye,taptap (adv.),hatian
2993,in vain,pou granmèsi,hatian
2994,inbred,ras kabrit,hatian
2995,inbreed,akouple,hatian
2996,incense,lansan,hatian
2997,incessantly,plede,hatian
2998,inch,pous,hatian
2999,incise,koupe,hatian
3000,incite,ensite,hatian
3001,inclination,"pant, enklinasyon",hatian
3002,increase,"ogmantasyon, (v) ogmante",hatian
3003,incredible,enkwayab,hatian
3004,indeed,kanmenm,hatian
3005,independent,endepandan,hatian
3006,index,endeks indicate,hatian
3007,indict,akize,hatian
3008,indignation,endiyasyon,hatian
3009,individual,"grenn pa grenn, (n) oun",hatian
3010,industrialization,endistriyalizasyon,hatian
3011,infect,enfekte,hatian
3012,infertile,arid,hatian
3013,influence,enfliyans,hatian
3014,information,"enfomasyon, vansèyman",hatian
3015,inherit,eritye,hatian
3016,inheritance,eritaj,hatian
3017,initial,"inisyal, premye",hatian
3018,ink,lank,hatian
3019,innocent,inosan,hatian
3020,inquire,fè demann,hatian
3021,insane,fou,hatian
3022,insert,foure,hatian
3023,inside,andedan,hatian
3024,insist,ensiste,hatian
3025,insolent,ensolan,hatian
3026,inspect,kontrole,hatian
3027,install,v. enstale,hatian
3028,instant,"enstantane, (n) moman",hatian
3029,instead,olye,hatian
3030,institute,enstiti,hatian
3031,institution,enstitisyon,hatian
3032,instruct,montre,hatian
3033,insult,"ensilt, (v) joure",hatian
3034,intelligence,lèspri,hatian
3035,intelligent,entelijan,hatian
3036,intend,gen lentansyon,hatian
3037,intent,lentansyon,hatian
3038,interest,enterese,hatian
3039,interfere,entèfere,hatian
3040,international,entènasyonal,hatian
3041,interrupt,entrèronp,hatian
3042,intersection,kafou,hatian
3043,into,nan,hatian
3044,introduce,prezante,hatian
3045,introduction,entwodiksyon,hatian
3046,intrude,deranje,hatian
3047,invent,envante,hatian
3048,invisible,envizib,hatian
3049,invite,envite,hatian
3050,invoke,envoke,hatian
3051,involvement,angajman,hatian
3052,iodine,yòd,hatian
3053,iron,fè,hatian
3054,irrigate,"irige, awoze",hatian
3055,irritate,irite,hatian
3056,island,"il, zile",hatian
3057,it,li,hatian
3058,Italian,italyen,hatian
3059,itch,"demanjezon, gratèl, (v) grate",hatian
3060,itself,li-menm,hatian
3061,group of voudou deities,Iibo,hatian
3062,dance rhythm associated with Ibo deities,ibo,hatian
3063,to identify,idantifye,hatian
3064,identify,idantite,hatian
3065,identification,idantifikasyon,hatian
3066,emergency,ijans,hatian
3067,hygiene,"ijyèn (ijyenn, lijyèn)",hatian
3068,island,"il (lil, zil, zile)",hatian
3069,ulcer,ilsè,hatian
3070,"picture, illustration",imaj,hatian
3071,"imagination, to imagine",imajinasyon,hatian
3072,imagine,imajinen,hatian
3073,humor,imè,hatian
3074,humid,imid,hatian
3075,humidity,imidite,hatian
3076,immigrant,imigran,hatian
3077,to imitate,imite,hatian
3078,"immorality, misconduct",imoralite (limoralite),hatian
3079,unite,ini (inyon),hatian
3080,uniform,inifòm,hatian
3081,initial,inisyal,hatian
3082,unity,inite,hatian
3083,"useless, unnecessary",initil,hatian
3084,university,inivèsite,hatian
3085,"flood, flooded",inonde,hatian
3086,innocent,inosan,hatian
3087,"ingenuous, naive",inosan,hatian
3088,union,inyon,hatian
3089,hypocrite,ipokrit,hatian
3090,"irritation, inflammation",iritasyon,hatian
3091,"to irritate, irritated",irite,hatian
3092,here,isit (isi),hatian
3093,history,istwa,hatian
3094,story,istwa,hatian
3095,tale,istwa,hatian
3096,useful,itil,hatian
3097,to use,itilize,hatian
3098,winter,ivè,hatian
3099,ignorance,"inyorans (liyorans, inyorans)",hatian
3100,to be ignorant of (not to know),iyore,hatian
3101,factory,izin (lizin),hatian
3102,isolate,izole,hatian
3103,jab,koutpwen,hatian
3104,jacket,"jakèt, kostim",hatian
3105,jag,dechikte,hatian
3106,jam,andouteyaj,hatian
3107,January,janvye,hatian
3108,jar,bonkal,hatian
3109,jargon,jagon,hatian
3110,jaw,machwa,hatian
3111,jealous,jalou,hatian
3112,jeep,djip,hatian
3113,jelly,jele,hatian
3114,jew,jwif,hatian
3115,jewel,bijou,hatian
3116,jewelry,bijou,hatian
3117,job,"djòb, travay (work)",hatian
3118,jog,pouse,hatian
3119,jogging,djògin,hatian
3120,join,"rankontre, reyini, koud",hatian
3121,joke,blag,hatian
3122,jolly,kontan,hatian
3123,journalist,jounalis,hatian
3124,journey,vwayaj,hatian
3125,joy,kontantman,hatian
3126,judge,"jij, (v) jije",hatian
3127,judgment,jijman,hatian
3128,jug,krich,hatian
3129,juice,ji,hatian
3130,July,juyè,hatian
3131,jump,"ponpe, vole",hatian
3132,June,jen,hatian
3133,junior,jinyò,hatian
3134,junkwood,kabinaj bwa,hatian
3135,jury,jiri,hatian
3136,just,"jis, legal",hatian
3137,justice,"lajistis, jistis",hatian
3138,justify,jistifye,hatian
3139,landscape,jaden flè,hatian
3140,farm,jaden,hatian
3141,field,jaden,hatian
3142,gardner,jadinye,hatian
3143,jargon,jagon,hatian
3144,slang,jagon,hatian
3145,jacket,jakèt (kostim),hatian
3146,Jacmel,Jakmèl,hatian
3147,parrot,jako,hatian
3148,a person who repeats everything said,jakorepèt,hatian
3149,jealous,jalou,hatian
3150,never,"jamè (janm, pa janm)",hatian
3151,manner,jan,hatian
3152,type,jan,hatian
3153,ham,janbon,hatian
3154,guard,"jandam, (v) gade, siveye",hatian
3155,cop,jandam,hatian
3156,officer,jandam,hatian
3157,never,janm (pa janm),hatian
3158,ever,janm (janmen),hatian
3159,leg,janm,hatian
3160,ever,janmen,hatian
3161,gentle,"janti, soupl",hatian
3162,kind,janti,hatian
3163,nice,janti,hatian
3164,polite,janti,hatian
3165,January,janvye,hatian
3166,(v) bark,jape,hatian
3167,dart,javlo,hatian
3168,(n) dart,javlo,hatian
3169,blind,je pete,hatian
3170,(n) blind,je pete,hatian
3171,eye,"je, zye",hatian
3172,baby food,jèbè,hatian
3173,Thursday,jedi,hatian
3174,effort,jefò (fòs),hatian
3175,jelly,jele,hatian
3176,moan,jemi,hatian
3177,wail,jemi,hatian
3178,young,jèn (jenn),hatian
3179,June,jen,hatian
3180,general,jeneral,hatian
3181,bouquet,jenere,hatian
3182,generate,jenere (pwodui),hatian
3183,generous,jenere,hatian
3184,genetics,jenetik,hatian
3185,genisis,jenèz,hatian
3186,chap (young man),jenn gason,hatian
3187,embarrassment,jenn,hatian
3188,young,jenn,hatian
3189,narrow,"jennen, jis",hatian
3190,burden (oneself),jennen,hatian
3191,embarrass,jennen,hatian
3192,"uncomfortable, feel",jennen,hatian
3193,lad,jennjan,hatian
3194,knee,jenou,hatian
3195,geography,jeografi,hatian
3196,geometry,jeometri,hatian
3197,(v) cast,"jete, voye",hatian
3198,(v) dump,jete,hatian
3199,giant,jeyan,hatian
3200,Jesuit,Jezuit,hatian
3201,juice,ji,hatian
3202,judicial,jidisye,hatian
3203,judge,"jij, (v) jije",hatian
3204,judge (v),jije,hatian
3205,judgment,jijman,hatian
3206,verdict,jijman,hatian
3207,gymnastic,jimnastik,hatian
3208,twin,jimo,hatian
3209,junior,jinyò,hatian
3210,skirt,jip,hatian
3211,swear,jire (sèmante),hatian
3212,jury,jiri,hatian
3213,apt,"jis, aptopriye",hatian
3214,till,"jis, jiska",hatian
3215,(adj) fair,"jis, ekitab",hatian
3216,(adj) even,jis,hatian
3217,even,jis,hatian
3218,narrow,jis,hatian
3219,until,"jiska, jiskaske",hatian
3220,until,jiskaske,hatian
3221,(n) plea,jistifikasyon,hatian
3222,account (v),"jistifye, eksplike",hatian
3223,justify,jistifye,hatian
3224,justice,jistis,hatian
3225,enjoy,"jiwi, rejwi, benefisye",hatian
3226,today,jodi,hatian
3227,yellow,jòn,hatian
3228,yolk,jònze,hatian
3229,day,"jou, jounen",hatian
3230,cheek,jou,hatian
3231,up to,jouk,hatian
3232,pumkin (squash),joumou (kalbas),hatian
3233,diary,jounal pèsonèl,hatian
3234,"log, log book","jounal, dosye, (v) note",hatian
3235,journalist,jounalis,hatian
3236,day,jounen,hatian
3237,admonish,"joure, avèti",hatian
3238,(v) curse,"joure, modi",hatian
3239,blame,joure,hatian
3240,(v) blame,joure,hatian
3241,(v) castigate,joure,hatian
3242,castigate,joure,hatian
3243,insult,joure,hatian
3244,mellow,jovyal,hatian
3245,July,juyè,hatian
3246,(v) fiddle,jwe ak,hatian
3247,gamble,jwè,hatian
3248,joke around,jwe,hatian
3249,play,jwe,hatian
3250,find,jwenn,hatian
3251,locate,jwenn,hatian
3252,(v) reach,jwenn,hatian
3253,(n) joint,jwenti,hatian
3254,game,jwèt,hatian
3255,toy,jwèt,hatian
3256,(n) miser,jwif,hatian
3257,jew,jwif,hatian
3258,Jewish,Jwif,hatian
3259,(n) enjoyment,jwisans,hatian
3260,kangaroo,kangourou,hatian
3261,karate,karate,hatian
3262,keen,"fen, file, pike",hatian
3263,keep,"kenbe, sere",hatian
3264,kerosene,"kewozin, gaz lanp",hatian
3265,"kettle, large",chodwon,hatian
3266,key,kle,hatian
3267,kick,"kou, (v) frape ak pye",hatian
3268,kid,timoun,hatian
3269,kidney,ren,hatian
3270,kidney stone,wòch nan ren,hatian
3271,kill,"tuiye, touye",hatian
3272,killer,asasen,hatian
3273,kilometer,kilomèt,hatian
3274,kin,paran,hatian
3275,kind,janti,hatian
3276,kindness,jantiyès,hatian
3277,kindling,beapen,hatian
3278,king,wa,hatian
3279,kink,"pli, ne",hatian
3280,kiss,bo,hatian
3281,kitchen,"kizin, lakizin",hatian
3282,kite,"sèvolan , kap",hatian
3283,kitten,chat,hatian
3284,knack,talan,hatian
3285,knave,koken,hatian
3286,knee,jenou,hatian
3287,kneecap,zo jenou,hatian
3288,kneeling,a jenou (ajenou),hatian
3289,kneel down,mete ajenou v.,hatian
3290,knife,kouto,hatian
3291,knit,"brode, trikote",hatian
3292,knock,frape,hatian
3293,knot,ne,hatian
3294,knot,kòde v.,hatian
3295,know,konnen,hatian
3296,knowledge,"konesans, save",hatian
3297,known,rekoni,hatian
3298,knuckle,"jwenti dwèt, oslè",hatian
3299,that,konsa - like this,hatian
3300,creak,krake,hatian
3301,clamp,kranpon,hatian
3302,(n) tie,kravat,hatian
3303,(v) crush,kraze,hatian
3304,(v) mash,kraze,hatian
3305,(v) run over,kraze,hatian
3306,(v) smash,kraze,hatian
3307,(v) squash,kraze,hatian
3308,(n) credit,kredi,hatian
3309,(v) credit,kredite,hatian
3310,authentic Creole,Kreyòl natif natal,hatian
3311,(v) crucify,krisifye,hatian
3312,(v) cry,kriye,hatian
3313,(v) sob,kriye,hatian
3314,"(v) corner, to squeeze",kwense (bare),hatian
3315,(n) leather,kwi (tchwi),hatian
3316,(n) calabash bowl,kwi,hatian
3317,(n) thigh,kwis,hatian
3318,scalp,kwit tèt,hatian
3319,"cook, cooked",kwit,hatian
3320,copper,kwiv (kuiv),hatian
3321,tripping,kwochèt,hatian
3322,(n) hook (of doors),kwochèt,hatian
3323,crookedly,kwochi,hatian
3324,hook,"kwòk, zen, (v) kwoke",hatian
3325,fang,"kwòk, dan",hatian
3326,embrace,kwoke,hatian
3327,hang up,kwoke,hatian
3328,croak (frog sounds),kwòt-kwòt,hatian
3329,(v) hook,kwoke,hatian
3330,cruel,kyiyèl (mechan),hatian
3331,(n) kiosk,kyòs,hatian
3332,labor,travay,hatian
3333,labor pain,doulè akouman,hatian
3334,lace,lase,hatian
3335,lack,"mank, (v) manke",hatian
3336,lad,jennjan,hatian
3337,ladle,louch,hatian
3338,lady,madanm,hatian
3339,lake,lak,hatian
3340,lamb,mouton,hatian
3341,land,"tè, teren",hatian
3342,land,"v. debake, atèri",hatian
3343,landlord,pwopriyetè,hatian
3344,landscape,"peyizaj, jaden flè",hatian
3345,lane,"liy, bò lari",hatian
3346,language,lang,hatian
3347,lapse,"defayans, erè, (v) perime",hatian
3348,lard,"grès kochon, la",hatian
3349,large,laj,hatian
3350,lash,kout fwèt,hatian
3351,lassitude,kò kraze,hatian
3352,last,dènye,hatian
3353,last,v. dire,hatian
3354,late,anreta (adv) ta,hatian
3355,Latin,Laten,hatian
3356,Latin America,Amerik Latin,hatian
3357,laugh,ri,hatian
3358,law,"lalwa, lwa, dwa",hatian
3359,lawn,gazon,hatian
3360,lax,"neglijan, vag",hatian
3361,lay,"kouche, etann, blayi",hatian
3362,lazy,parese,hatian
3363,lead,plon,hatian
3364,lead,"dirije, kòmande",hatian
3365,leader,bòs,hatian
3366,leaf,fèy,hatian
3367,leak,fuit,hatian
3368,lean,"panche, apiye",hatian
3369,learn,aprann,hatian
3370,lease,"lwaye, (v) lwe",hatian
3371,least,"mwens, mwenn",hatian
3372,leather,"kui, tchwi",hatian
3373,leave,"kite, lese, pati, sotu",hatian
3374,leech,"sansi, vantouz",hatian
3375,leek,poro,hatian
3376,left,gòch,hatian
3377,leg,pye,hatian
3378,legal,legal,hatian
3379,legal resident,legal rezidan,hatian
3380,legible,lizib,hatian
3381,leisure,"pastan, lwazi",hatian
3382,lemon,sitron,hatian
3383,lend,prete,hatian
3384,length,longè,hatian
3385,less,mwens,hatian
3386,lesson,leson,hatian
3387,let,kite,hatian
3388,let's,"ann, annou",hatian
3389,let's go,an alè,hatian
3390,letter,lèt,hatian
3391,level,"nivo, (v) nivle",hatian
3392,liar,"mantlè, djòlè",hatian
3393,liberty,libète,hatian
3394,lick,"niche, lanbe",hatian
3395,lid,"kouvèti, bouchon",hatian
3396,lie,"manti, boul",hatian
3397,life,"lavi, vi",hatian
3398,lift,"leve, monte",hatian
3399,light,"limyè, (adj) leje",hatian
3400,light,v. limen,hatian
3401,lightning,zeklè,hatian
3402,light(weight),leze,hatian
3403,like,"tankou, kon, (v) renmen",hatian
3404,lime,lacho,hatian
3405,limit,v. limite,hatian
3406,line,liy,hatian
3407,linen,"dra, lenn",hatian
3408,link,"lyen, (v) relye",hatian
3409,lion,lyon,hatian
3410,lip,"pobouch, lèv",hatian
3411,liqeur,likè,hatian
3412,liquid,likid,hatian
3413,list,lis,hatian
3414,listen,v. koute,hatian
3415,literature,literati,hatian
3416,little,"piti, enpe",hatian
3417,little by little,bout pou bout,hatian
3418,live,"viv, abite, rete",hatian
3419,live in,abite,hatian
3420,liver,fwa,hatian
3421,living,vivan,hatian
3422,lizard,"leza, zandolit",hatian
3423,loaf,"pen, (v) flannen",hatian
3424,loan,"anpren, (v) prete",hatian
3425,load,v. chaj,hatian
3426,lobster,roma,hatian
3427,local,"lokal, peyi, natif-natal",hatian
3428,locate,"lokalize, jwenn",hatian
3429,lock,"kadna, (v) kadnase, bloke",hatian
3430,lock (of hair),très,hatian
