creole_word,word,creole name,
 too much,"use to say ,when one is please with a job done by someone eles.use to complement someone ",Nigeria,
 toospero,go away,Nigeria,
 tori,Storynewsdiscuss,Nigeria,
 torko,Conclusion to a statement,Nigeria,
 toronto,fake educational degree,Nigeria,
 torront,Stupid,Nigeria,
 tory don wowo,This situation has turned ugly,Nigeria,
 toto,This is popularly know as the mail penis but is interchangeable with the female vagina   ,Nigeria,
 toto-brusher,Used to describe a guy always wanting to sex a girl no matter the looksage or finese.,Nigeria,
 totori.,"To tickle,titillate or excite.",Nigeria,
 tout,area boyagbero. basically rowdy guys on the street,Nigeria,
 trad,local traditional clothing,Nigeria,
 trafficate,This refers to the use of indicator lights in your car to show what direction you intend to turn.,Nigeria,
 trip,crushing on girl or boy,Nigeria,
 tro-way,to dipsose of something/ toss something,Nigeria,
 true to god,I swear,Nigeria,
 tuale,An informal greeting for a respected personality.,Nigeria,
 tuffia,God Forbid,Nigeria,
 tufiakwa,God forbid,Nigeria,
 tum-tum belle,Big rounded belly. Bier belly,Nigeria,
 tumba,To hit something very hard,Nigeria,
 tumble,somersaultroll over,Nigeria,
 tumbler,Cup or mug made out of glass,Nigeria,
 tumbulu,to summersault,Nigeria,
 tune,to woo a girl. see: toast,Nigeria,
 turn up,To be successful financially and to be famous,Nigeria,
 tush,a term used to describe luxury and affluence or used to show that a subject is of a higher class.,Nigeria,
 twale,I salute or hail you or well done.  It is used as an expression to cheer someone on or as a form ...,Nigeria,
 two for 10 kobo,Cheap,Nigeria,
 u chop witch,Use to emphasize if someone is possesed or charmed,Nigeria,
 u dey craze,u are asking if the person is crazy,Nigeria,
 u dey jollof my heart,I love you,Nigeria,
 u dey xul,am leav'n facebook 2 plan 4 my lyf en focus on my futurei will be back after 5 minutes:-)Dero ...,Nigeria,
 u no get sense,This is a insult that someone who is behaving anyhow.,Nigeria,
 u.i,University of Ibadan. first University in Nigeria,Nigeria,
 uche,Brighter fit,Nigeria,
 udo,Means peace. A response when some one ask you what's up or what is happening? You mean there is p...,Nigeria,
 ukpa,see kpekus,Nigeria,
 umee,very gud fud,Nigeria,
 una,means you guys,Nigeria,
 unbwogable,adj. unshakeableunbeatableunstoppable. Etymological Note: English un– 'not' + Dholuo bwogo 't...,Nigeria,
 under g runs,Something secretive,Nigeria,
 under-say,Because(for the REASON that),Nigeria,
 uniben,University of Benin,Nigeria,
 unilag,University of Lagos,Nigeria,
 uniport,University of port-harcourt,Nigeria,
 unto the matter,Straight to business/cut to the chase,Nigeria,
 up nepa,An expression used to praise Nepa when power is restored. See Nepa,Nigeria,
 up stair,One story building,Nigeria,
 upon say,means: added to the fact that,Nigeria,
 vamoosh,Make hasty retreat or dissapear,Nigeria,
 veks,To vexget angry,Nigeria,
 venue,Location of a party,Nigeria,
 vex,"A word used in a conversation or rather upsetting,angry dispute during an argument between people...",Nigeria,
 vex comot,Storm off in anger,Nigeria,
 vexation,Someone getting annoyed,Nigeria,
 vila,One\'s village,Nigeria,
 village person,Someone who hail from a villageor is unsophisticated and local,Nigeria,
 voicemail,When an item or person is no where to foundlike it reaching a point of no possible return or re...,Nigeria,
 wack,To Eat food,Nigeria,
 wackies,Foodsheavy FoodsAfican Foods,Nigeria,
 wafi,pidgin englise,Nigeria,
 wahala,Wahala generally means problem or trouble.,Nigeria,
 wahala don come,,Nigeria,
 wak,to eat your food with a lot vigor,Nigeria,
 waka,walk away,Nigeria,
 waka jam,an insult/curse towards you and loved ones. mainly used in violent altercations ,Nigeria,
 waka waka,Dis means \'ashewo\'  which means prostitue,Nigeria,
 waka!,Usually followed by the five-finger-saluteit is a curse or swear word ,Nigeria,
 wakabout,one who enjoys walking around or walking around aimlessly ,Nigeria,
 walahi,1. I swear to God 2. Believe me,Nigeria,
 wan,"meaning ""to do"" or want to",Nigeria,
 wangara,Policeman,Nigeria,
 wara,locally made cheese,Nigeria,
 warridis,"A condensed form of ""What is this?"" Used to describe surprise and disappointment. ",Nigeria,
 wasapp,whatsapp,Nigeria,
 wash,Using or celebrating a newly acquired good for the first time.,Nigeria,
 wassuputunu,A generally accepted style of greetingpopular with the youthful folk. It is also a basic conver...,Nigeria,
 watar don pass gari,the water is more than the gariso you can not eat it! Is used to refer to a situation gone bad.,Nigeria,
 watch night,security guard,Nigeria,
 water proof,plastic bags.,Nigeria,
 wawu,When something is so interesting and suprisingand you want to respond but wow is too mainstream...,Nigeria,
 waya,seriously wanting or needing food or such feeling. having a strong wish or desire.,Nigeria,
 wayo,Trickery and deception,Nigeria,
 waziri nose,A curse word. Extremely wide nostrils.,Nigeria,
 we die here,A slang meaning an positiveunchangingfirm resolution about one's stand.,Nigeria,
 we go collide,We will meet ,Nigeria,
 weewi,indian hemp,Nigeria,
 well well,"Properly,totally or completely.",Nigeria,
 wella,Well,Nigeria,
 welu welu,a word to emphasize how good something is,Nigeria,
 wen,when,Nigeria,
 werey,from Yoruba. madcrazyto act irrational,Nigeria,
 western baba,Western union. An international money transfer company,Nigeria,
 wetin,what is,Nigeria,
 wetin dey,wetin dey literally means whats up?,Nigeria,
 wetin dey sele,This is a question of Yoruba origin and it means how are you or what is going depending on how it...,Nigeria,
 wetin dey sup?,1. What's up?,Nigeria,
 wetin dey?,what\'s up?how\'s it going?,Nigeria,
 wetin do you,What's the problem with you?,Nigeria,
 wey,where is,Nigeria,
 wey means that,Wey also means that,Nigeria,
 weytin,question ,Nigeria,
 which kind nonsense,what kind of nonsense?,Nigeria,
 which levels?,What's goin on? hw re you doing?,Nigeria,
 whinch,a bad person,Nigeria,
 whinzy,bad- luck,Nigeria,
 whnich man,Evil man,Nigeria,
 who don blow don blow,Who is rich is rich,Nigeria,
 who you be?,who are you?,Nigeria,
 whosai,neverimpossible,Nigeria,
 whot,It\'s a popular card game ,Nigeria,
 why you dey fall my hand?,Used to describe a situation whereby another person tries to expose you or antagonize you.,Nigeria,
 whyne ,easing and contemptuous language or behavior directed at a particular person or thing,Nigeria,
 wida,Wida is a south south slang meaning Whats Up,Nigeria,
 winch,witch. a person who does juju or black magic,Nigeria,
 winchi winchi,Witches,Nigeria,
 wind,To tease or pull ones legs.,Nigeria,
 winsch,A witch,Nigeria,
 winsh,Generally refers to a bad persona witch,Nigeria,
 wire me,to transfer something e.g money,Nigeria,
 without,Food bought in a bukka that does not have any meat in it.,Nigeria,
 wizzo,a witch or wizard,Nigeria,
 wobe,Used to define female hustlers or female version of Agbero ,Nigeria,
 woggly,wowo + Ugly = Woggly,Nigeria,
 woman lappa,When a man is easily controlled by a woman,Nigeria,
 woman wrapper,This is a man who follows women everywhere and will do anything for sexual relations.,Nigeria,
 won da mo,means They don't know or newbies,Nigeria,
 wonderfullous,Wonderful,Nigeria,
 wor-wor,ugly,Nigeria,
 worry,Wrong or cause pain,Nigeria,
 worwor,Ugly or bad looking person,Nigeria,
 wose,"A ghetto word for ""slap""",Nigeria,
 wowo,Uglygone wrong,Nigeria,
 woz,to slap,Nigeria,
 woze,To hit or to eat,Nigeria,
 woze (alt. spelling whoze),1. To beat up. 2. Used to describe a very effective punch or slap.,Nigeria,
 wu kno go kno go kno!,Who has not gone their will not know what happening their,Nigeria,
 wuna,A group of people,Nigeria,
 wund,To get hurt or to hurt someone see: wound,Nigeria,
 wunjure,To wound or injure other or one\'s self,Nigeria,
 wuru wuru,Not Straightforward,Nigeria,
 xerox,examination or homework malpractice of copying someone's work,Nigeria,
 y-factor,the behaviortraittendency or characteristic feature of a person who withdraws from an agreeme...,Nigeria,
 ya,Your,Nigeria,
 yab,To make fun of someonediss.,Nigeria,
 yaba left,If someone asks you if you’ve been to Yaba left or you plan to go therethe person is actually t...,Nigeria,
 yabbis,Joke at another person\'s expense,Nigeria,
 yafunyafun,In abundance.,Nigeria,
 yahoo boys,guys that use yahoo for fraud. they send you emails on your yahoo to send them some money or give...,Nigeria,
 yahoo yahoo,Frauds on the internet (yahoozee),Nigeria,
 yahozee, Dance steps formed by a Nigerian artist known as Olu Maintain,Nigeria,
 yakata,Heavily ,Nigeria,
 yakpa,Plenty or in abundance,Nigeria,
 yakubu,Usually used to refer to a person who misuses opportunities regularly.,Nigeria,
 yakubuu,It is used when refering to someone a s a failure,Nigeria,
 yama yama,This word is used to describe something that is ddisgusting and probably sticky.,Nigeria,
 yama-yama,Rubbish,Nigeria,
 yan,To talk or communicate,Nigeria,
 yanga,to poseshow off,Nigeria,
 yangan yangan,A lot,Nigeria,
 yankee,United States of America,Nigeria,
 yansh,Ass or buttocks ,Nigeria,
 yanshman.,Homosexual.,Nigeria,
 yaradua,a person who abandons his people/post/duty and is silent for a long period of time...also used as...,Nigeria,
 yarnsh,Bottom,Nigeria,
 yash,Bottom,Nigeria,
 yashman,Gay guy.,Nigeria,
 yawa,problemget into trouble usually with the law or someone closely related.,Nigeria,
 yawa don gas,Things have exploded into Trouble!,Nigeria,
 yawa go gas,There will be problem,Nigeria,
 ye pa,Yikes!,Nigeria,
 ye-ye,e.g u tu dey yeyemeans you 're very naughty ,Nigeria,
 yeee,Exclamationusually negative,Nigeria,
 yeka,The name of the winner of the 1st ever edition of Nigerian idols. YEKA ONKA,Nigeria,
 yellow fever,a group of policemen/traffic wardenswho used to conduct traffic in the 1990s and earlier. Nowad...,Nigeria,
 yellow man,Albino or very light skinned man. ,Nigeria,
 yeye,bad/spoil,Nigeria,
 yeye:,Useless and senseless:Of a person or a thing. ,Nigeria,
 yi mu,An awkward movement of the lips towards the nose acknowledging that someone is jonzing. ,Nigeria,
 yimu,Origin:Yoruba. (verb) To push one's lips as if pointing at someone with it in mockery.,Nigeria,
 yon,To runor walk in a haste. 'Yon' is mimic from the word 'run'. Yon is the way a typical calabar/...,Nigeria,
 yonda,far away or rather yonder,Nigeria,
 yori yori,sweetnessa good feeling about someone or something,Nigeria,
 yoruba,A tribe in Nigeria,Nigeria,
 you are looking for my trouble,You are trying a problem with me.,Nigeria,
 you chop craze,are you mad,Nigeria,
 you chop witch?,Are you a witchcraft ?,Nigeria,
 you dekres,are you crazyare you mad,Nigeria,
 you dey mad,are you crazy,Nigeria,
 you do well,Thank you ,Nigeria,
 you don kolo,you\'re beginning to act foolishly,Nigeria,
 you don lem?,You don eat,Nigeria,
 you go fear fear,scared to death. Usually used to exaggerate the degree of an event or happening. ,Nigeria,
 you go know yourself,A threat said before a confrontation or fight. ,Nigeria,
 you go wound,Dangerousharmfulnot for your betterement,Nigeria,
 you see your life,,Nigeria,
 your father yansh,Your father ass,Nigeria,
 zanga,rendevouz,Nigeria,
 zanku,A newenergetic dance that has taken the Nigerian social life by the storm.,Nigeria,
 zero one zero,(University slang) No breakfasthave lunch and no dinner due to financial hardships.,Nigeria,
 zero zero one,Eat only dinner.,Nigeria,
 zero-one-zero,A Slang common among university students meaning one with no breakfast to eateats lunch but no ...,Nigeria,
 zink,roof. roofing sheets from sheet-metal. common on nigerian roof tops.,Nigeria,
 zinzin,To violently have sex with a sex worker ,Nigeria,
 zip,Shut up (when u h've used zip up ),Nigeria,
 zombie,Derogatory name for Soldiers originally used by Fela Anikulapko-Kuti.,Nigeria,
 zuzu,Misbehave or doing stupid things.,Nigeria,
 zx,,Nigeria,
a.p.u,Aproko Progressive Unit.,Nigeria,
b-side,Referred to as Benin City,Nigeria,
caban,House. A place where one lives.,Nigeria,
da sauri,sharp sharp or with alacrity,Nigeria,
e,E simply means it's ,Nigeria,
f.f.o,For Food Only- refers to someone who loves food,Nigeria,
g boys,AKA Yahoo boys! Their business is scamming people online. 419 tinz,Nigeria,
h,it means for someone to be hungry,Nigeria,
i beg,please see: Abeg,Nigeria,
j j c,Codename for palmwine mostly used in southern nigeria,Nigeria,
laff,means Laugh,Nigeria,
ma,Ma means make,Nigeria,
na,(It) is. Used to describe something being something else. Depending on tonecan also be used in ...,Nigeria,
o-b-o,an adjective used to describe a rich kid it is an abbreviation for Omo Baba Olowo which means 'a ...,Nigeria,
p-h,short form for Port Harcourtwhich is the capital of Rivers Statethe southernmost state in Nig...,Nigeria,
quack,To tackle or trip,Nigeria,
rack,to fight. ,Nigeria,
s.m zamani,s.m zamani is an afro singer from benue state.,Nigeria,
tabon,To make bad errors while speaking or writing ,Nigeria,
u chop craze,Are you crazy,Nigeria,
waaka,walk,Nigeria,
x,Leave a place,Nigeria,
y,a short form for  why,Nigeria,
z-town,Zaria in Kaduna State. ,Nigeria,
