"aksyon,ak",act,St. Lucia
konnésans,acquaintance,St. Lucia
akizasyon,accusation,St. Lucia
aplon,"accurate, on target",St. Lucia
"akòdans,akòdans di,akòdans pou,akòdans di,akòdans,akòdans pou,akòdans","according to, in accordance with",St. Lucia
dapwé,according to one's own understanding or opinion,St. Lucia
silon,according to,St. Lucia
"akonplis,dikonplis",accomplice,St. Lucia
dja,"accident, collision, crash, wreck,to collide",St. Lucia
aksidan,accident,St. Lucia
"soutiwèz,dikonplis","accessory, accomplice, meddler",St. Lucia
abizan,abusive,St. Lucia
anho,"above, over",St. Lucia
"avèwdi,alavèwdi,alafen di,apipwé,bò,bò,owon,owon,vèò","about, around, approximately",St. Lucia
lavalè,"about, approximately (in reference to money)",St. Lucia
kapab,"able, capable",St. Lucia
abilité,ability,St. Lucia
lapsé,abcess,St. Lucia
"labatwa,hal","abattoir, shop where animals are slaughtered and the meat is sold",St. Lucia
"an,on,yan,yon","a, an,one",St. Lucia
anjlen,a type of wood used for making furniture,St. Lucia
awali,a type of tree with an inedible fruit,St. Lucia
galba,a type of tree that has a round seed,St. Lucia
oukou,a type of tree,St. Lucia
filaylonm,a type of sweet syrup added to rum,St. Lucia
lépini,a type of spiny tree (Zanthoxylum monophyllum),St. Lucia
mwennson,a type of small bird,St. Lucia
kawèt,a type of sea turtle,St. Lucia
tòti,a type of sea turtle,St. Lucia
katalézòm,"a type of plant, used to cure échofi, ti kouwi and vitiligo",St. Lucia
kanmanmi,a type of plant used for bush medicine,St. Lucia
"agouman,agouman bèf",a type of plant like a wild calalou or spinach,St. Lucia
kouwès,a type of nocturnal snake found only on the Maria Islands,St. Lucia
alkoupa,a type of medicine for worms,St. Lucia
kalimé,"a type of grass, like bamboo, but smaller",St. Lucia
"gliglinglas,tibènad",a type of grass,St. Lucia
kotji,a type of gambling game,St. Lucia
"zikak,fatpòk",a type of fruit (Chrysobalamus icaco),St. Lucia
"fatpòk,zikak",a type of fruit,St. Lucia
akennsin,a type of fresh-water fish,St. Lucia
siyèz,a type of cactus,St. Lucia
watjèt,a type of cactus,St. Lucia
si,a two-man saw for splitting wood,St. Lucia
"gwigwi,gwigwi poulé,malfini",a tree similar to coconut (Aiphanes luciana),St. Lucia
dwiyèt,a traditional dress worn when dancing the quadrille,St. Lucia
wabòt,a tool for stirring fawin,St. Lucia
kabé,"a temporary shelter made of sticks, palm fronds",St. Lucia
kòkma,a supernatural being that gives you nightmares,St. Lucia
"groum,gloum,kroum",a stage in the maturity of dasheen,St. Lucia
wanm,a pole for plants to climb on,St. Lucia
djapanna,"a plant that heals, flu, cold and internal injuries when made into a tea",St. Lucia
"boukan,boukan difé",a pile of debris,St. Lucia
"Bazil,Bazil pwen'y",a personification of death,St. Lucia
"abèbè,aboubou",a person who cannot understand or speak properly because he is mentally retarded,St. Lucia
"dayann,dayonn",a medicine for bedbugs,St. Lucia
"tibwen,an chay,pasab,pyanmpyanm,tak,ti miyèt,ti miyèt,ti miyèt,an chay,an lo,an pil,anbadjo,mizi",a lot of,St. Lucia
"an lo,an chay,an chay,an pil,tibwen",a lot,St. Lucia
"lontan,lotan,tan lontan,tan lontan","a long time, for long, long",St. Lucia
"bi,bi bwa,bimbwa",a large piece (of something),St. Lucia
djèp,a kind of red wasp,St. Lucia
"djouk,djouk bwa",a kind of potfish,St. Lucia
"soumatjé,kaka bétjé",a kind of plant that is supposed to be good for the skin,St. Lucia
kamo,a kind of fresh-water fish.,St. Lucia
"makanbou,makabou",a kind of cooking banana,St. Lucia
koudmen,"a help, a free work day, a group work project",St. Lucia
jwa,a good player of board games,St. Lucia
lawonn,a game played with tops,St. Lucia
kachmabal,a game in which people have to guess who is holding a certain small object,St. Lucia
babadin,a fruit like a passion fruit but much larger (Passiflora quadrangularis),St. Lucia
fléwi,a fork used to pierce witches in order to kill them or render them powerless,St. Lucia
"lé,lé Dimanch, Lendi...,lé maléwé,lé pasan,lé pòv,lé wich",a class of something,St. Lucia
chanjmandè,"a change of air, atmosphere, setting, location",St. Lucia
po,"2 quarts, four pints, half a gallon",St. Lucia
balizyé,(Heliconia caribaea) a plant of the family of the banana tree,St. Lucia
fouti,(emphasizes a negative),St. Lucia
" akséléré, pilé ",accelérer,Martinique
 aksélératè ,accélérateur,Martinique
" genyen, achté ",acheter,Martinique
 aktè ,acteur,Martinique
 aksyon ,action,Martinique
 aksyonnè ,actionnaire,Martinique
 aktris ,actrice,Martinique
 admèt ,admettre,Martinique
 admirab ,admirable,Martinique
 admiratè ,admirateur,Martinique
 admiré ,admirer,Martinique
 affaire ,afè,Martinique
 afritjen ,africain,Martinique
 lafrik ,afrique,Martinique
 agréyab ,agréable,Martinique
" agrikilti, lagrikilti ",agriculture,Martinique
 aji ,agir,Martinique
 pal ,aide,Martinique
 zédjui ,aiguille,Martinique
 limen ,allumer,Martinique
 zalimèt ,allumette,Martinique
" zanmi, konpè, padna ",ami,Martinique
" makôkôt, zanmi ",amie,Martinique
 lanmityé ,amitié,Martinique
 zanpoul ,ampoule,Martinique
 koukoun-lanmè ,anémone,Martinique
 zandji ,anguille,Martinique
 zanno ,anneau,Martinique
 lak ,appât,Martinique
 piébwa ,arbre,Martinique
 kan ,"arête (de meuble, de mur etc.)",Martinique
" lasirans, asirans ",assurance,Martinique
 asiré ,assurer,Martinique
 asirè ,assureur,Martinique
" latilyé, atilyé ",atelier,Martinique
" taché, maré ",attacher,Martinique
 kalanndé madras-la ,attacher le mouchoir de tête,Martinique
 marez ,attacheuse de canne à sucre,Martinique
" latitid, atitid ",attitude,Martinique
 jòdi ,aujourd'hui,Martinique
 avotman ,avortement,Martinique
 avòté ,avorter,Martinique
 tigrenn-chien ,avorton,Martinique
 bag ,bague,Martinique
" pwan lablag,  badojé ",blaguer,Martinique
" mab, agat, kristal, kannik ",bille,Martinique
 badjolè ,blagueur,Martinique
 bal ,bal,Martinique
 balé ,balai,Martinique
 balansé ,balancer,Martinique
 balenn ,baleine,Martinique
 boul ,balle,Martinique
 boule ,ballon,Martinique
 lous mamé ,balourd,Martinique
 manniè lous mamé ,balourdise,Martinique
 ban ,banc,Martinique
 banbou ,bambou,Martinique
 granpenteng ,banquet,Martinique
 bèl ,beau,Martinique
" belté, laboté, boté ",beauté,Martinique
 bet ,bête (animal),Martinique
" bèt, kouyon, tèbè, ababa, apoda, atjoupanm ",bête,Martinique
 bè ,beurre,Martinique
" blan (couleur),  bétjé-fwans (race) ",blanc,Martinique
" blanchi,  mété lablanni (linge) ",blanchir,Martinique
 blé ,bleu ,Martinique
" bwè, bwésonnen ",boire,Martinique
 bwèt ,boite,Martinique
" bwèt zôdi, bonm zôdi ",boite à ordures,Martinique
 bonm ,boite en métal,Martinique
 razyé ,bosquet,Martinique
 bôs ,bosse,Martinique
" bosi, bôsko ",bossu,Martinique
" bouch, djôl, djèl ",bouche,Martinique
 èstébékwé ,bouch bée,Martinique
" brennen, rimyen, rimen ",bouger,Martinique
" bouji, balenn, blan-balenn ",bougie,Martinique
 vonvon ,bourdon,Martinique
 bous ,bourse,Martinique
 vonvonner ,boudonner,Martinique
 razyé ,buisson,Martinique
 bis ,buste,Martinique
 bi ,but,Martinique
" tafyatè, wonmyé, bivè",buveur,Martinique
 kanna. ,canard ,Martinique
 kansè ,cancer,Martinique
" karès, miyonnaj ",caresse,Martinique
" karésé, miyonnen ",caresser,Martinique
 vyérèv ,cauchemar,Martinique
" sèrtjèz, sèrkèy ",cercueil,Martinique
 chandèl ,chandelle,Martinique
 chandelier ,chandelier,Martinique
" chanjé, mofwazé ",changer,Martinique
 chance ,chance,Martinique
 chansé ,chanceux,Martinique
 chalè ,chaleur,Martinique
 mapipi ,champion,Martinique
 chanté ,chanter,Martinique
 chantè ,chanteur,Martinique
 chat ,chat,Martinique
 chôlpis ,chaude-pisse,Martinique
 chodyè ,chaudière,Martinique
 chofé ,chauffer,Martinique
 chofè ,chauffeur,Martinique
" youl, tèt-kokosèk ",chauve,Martinique
" chèché, chaché ",chercher,Martinique
 doudou ,chéri,Martinique
 chyen ,chien,Martinique
 chomaj ,chomage,Martinique
 chomè ,chomeur,Martinique
 siga ,cigare,Martinique
 sigarèt ,cigarette,Martinique
" siléma, sinéma ",cinéma,Martinique
 landjèt ,clitoris,Martinique
 kout-kôn ,cocufiage,Martinique
 kônen ,cocufier,Martinique
 kwennsé. ,coincer ,Martinique
 môn ,colline,Martinique
 larèldo ,colonne vertébrale,Martinique
" konba, goumen, ladjè ",combat,Martinique
" konbat, bat, goumen, fè/lévé ladjè ",combattre,Martinique
 kont ,compte,Martinique
 konté ,compter,Martinique
 konsè ,concert,Martinique
 konkonm ,concombre,Martinique
  konfonn ,confondre,Martinique
 konfiti ,confiture,Martinique
" bankoulélé, lélékou, manjékochon ",confusion,Martinique
 konnèt ,connaître,Martinique
 konstriksyon ,construction,Martinique
 konstwi ,construire,Martinique
" kontradiksyon, dékontwolaj ",contradiction,Martinique
 kontribann ,contrebande,Martinique
 kontribandyé ,contrebandier,Martinique
" kontridi, dékontwolé ",contredire,Martinique
" koumandè (en agriculture),  kontrimèt ",contremaître,Martinique
 konvenk ,convaincre,Martinique
 kô ,corps,Martinique
" kôsto, malaba ",costaud,Martinique
" koup (objet) ; lakoup (de la canne, de la banane etc.) ",coupe,Martinique
 koupè kann ,coupeur de canne,Martinique
 matadô ,courtisane,Martinique
 zayé ,coutiser,Martinique
" bonda, dèryè, tjou ",cul,Martinique
 kilti ,culture,Martinique
 kiltivatè ,cultivateur,Martinique
 kiltivé ,cultiver,Martinique
 siklôn ,cyclône,Martinique
 dansé ,danser,Martinique
 danseur ,dansè,Martinique
 dé ,dé,Martinique
 dékouvè ,découvrir,Martinique
 dantis ,dentiste,Martinique
" débòdé, débowné ",déborder,Martinique
 débouya ,débrouillard,Martinique
 débouyé kò'w ,débrouiller (se),Martinique
 défendre ,défendre,Martinique
" ja, za ",déjà,Martinique
" gratel, lagratel ",démangeaison,Martinique
 dimi ,demi,Martinique
 dimi-è ,demi-heure,Martinique
 matadò ,demi-mondaine,Martinique
" dékalé, dépotjolé ",démolir,Martinique
" dékalaj, dépotjolaj ",démolition,Martinique
 dèyè ,derrière,Martinique
" deriè, tjou, bonda ",derrière (cul),Martinique
 dé ,deux,Martinique
 vini ,devenir,Martinique
 divini ,devenir (le),Martinique
" séyansié, gadè-d-zafè ",devin,Martinique
" divinen, fè séyans ",deviner,Martinique
 divwè ,devoir (un),Martinique
" dwet, dwé ",devoir,Martinique
 dwé ,devoir (de l'argent),Martinique
" dirèktè, mèt-a-manyôk ",directeur,Martinique
 dirèksyon ,direction,Martinique
 séyans ,divinasyon,Martinique
 dwèt ,doigt,Martinique
 dômi ,dormir,Martinique
 do ,dos,Martinique
 dous ,doux,Martinique
 zay ,drague,Martinique
 zayè,dragueur,Martinique
 zékay ,écaille,Martinique
 zéklè ,éclair,Martinique
" kôché, griji ",écorcher,Martinique
" kôchaj, griji, grijisman ",écorchure,Martinique
 krazé ,écraser,Martinique
" kribich, zabitan ",écrevisse,Martinique
" ékri, matjé ",écrire,Martinique
" écrivain, matjè ",écrivain,Martinique
 élèktè ,électeur,Martinique
 élèksyon ,élection,Martinique
 zélèv ,élève,Martinique
 élivé ,élever,Martinique
 pitè ,éleveur de coqs de combat,Martinique
" tenmbolizé, tèrbolizé ",embêter,Martinique
" bankoulélé, lélékou, manjékochon ",embrouillamini,Martinique
 chiktayé ,émietter,Martinique
 lank ,encre,Martinique
 lankriyé ,encrier,Martinique
" pijé, pwan fè ",endurer,Martinique
" yich, timanmay, manmay ",enfant,Martinique
" fè yich, fè timanmay ",enfanter,Martinique
" wondi, mèch, pwan lavôl, fè lafimen ",enfuir (s'),Martinique
 anrijistré ,enregistrer ,Martinique
" tjenbwazé, monté, pyayé ",ensorceler,Martinique
" zantray, bway ",entraille,Martinique
" boutik, débi-d-laréji ",épicerie,Martinique
 zépeng ,épingle,Martinique
 pliché ,éplucher,Martinique
 plichi ,épluchure,Martinique
 zègo ,ergot,Martinique
 katjopin ,espiègle,Martinique
" séyé, éséyé ",essayer,Martinique
 kisasayésa ,etcoetera,Martinique
" létènité, tannité ",éternité ,Martinique
 étidyan ,étidiant,Martinique
 zétwèl ,étoile,Martinique
 zétrenn ,étrenne,Martinique
" étid, létid ",étude,Martinique
 étidyé ,étudier,Martinique
 fè chalè ,exciter (s'),Martinique
 faché ,fâcher,Martinique
 fanmi ,famille,Martinique
" fasil, flouz ",facile,Martinique
" fôk, fodré, fo ",falloir,Martinique
 zonbi ,fantôme,Martinique
 farin-fwans ,farine (de froment),Martinique
 fasikil ,fascicule,Martinique
" fatidjé, renté, las, avanni ",fatiguer,Martinique
 fosi ,faucille,Martinique
 fôt ,faute,Martinique
 fotèy ,fauteuil,Martinique
" lafinèt, finèt ",fenêtre,Martinique
 majô ,fier-à-bras,Martinique
 fi ,fille,Martinique
 fanm ,femme,Martinique
 fann ,fendre,Martinique
" fè wôl, fè lasanblan ",feindre,Martinique
" flent, fent ",feinte,Martinique
" flennté, fenté ",feinter,Martinique
 sous ,fellation,Martinique
 fimèl ,femelle,Martinique
" fès, ponm-fès ",fesse,Martinique
" lafèt, fèt, banbôch, penteng ",fête,Martinique
 fèy ,feuille,Martinique
 mègzoklèt ,filiforme,Martinique
 fini ,finir,Martinique
" flaté, sousé ",flatter,Martinique
" flatè, sousè, sousèkè ",flatteur,Martinique
" lafôs, fôs ",force,Martinique
 fô ,fort,Martinique
" fou, dèkdèk, tôktôk ",fou (folle),Martinique
" foué, friyé ",fouiller,Martinique
 fouté ,foutre,Martinique
" fiankan, flègèdè, flègèdek ",frêle ,Martinique
 frédi ,froid (le),Martinique
 frèt ,froid (avoir),Martinique
 lalinman ,frontière,Martinique
" fouyapen, friyapen ",fruit-à-pain,Martinique
 fizi ,fusil,Martinique
 fisiller ,fusiller,Martinique
 djété ,gaieté,Martinique
 pit ,gallodrome,Martinique
 galoper ,galoper,Martinique
 mamoukatji ,galopin,Martinique
 ganmèl ,gamelle,Martinique
 gason ,garçon,Martinique
 gad ,garde,Martinique
 garni ,garnir,Martinique
 gato ,gâteau,Martinique
 jôj ,georges,Martinique
 jès ,geste,Martinique
 kalôt ,gifle,Martinique
 palaviré ,gifle sur les deux joues,Martinique
 madafa ,giron,Martinique
 gou ,goût,Martinique
 gouté ,goûter,Martinique
 katrè ,goûter (un),Martinique
 grèk ,grec,Martinique
" lagrès, grès ",grèce,Martinique
" lagrès, grès ",graisse,Martinique
 graté ,gratter,Martinique
" lagrèv, grèv ",grève,Martinique
 grévis ,gréviste,Martinique
 gwosomodo ,grossier,Martinique
" hadi, radi ",hardi,Martinique
 wo ,haut,Martinique
 wotè ,hauteur,Martinique
" bondyé-kouli, mayémenn ",hindouisme,Martinique
 palantjé ,hisser,Martinique
 livè,hiver,Martinique
" enpyôk, enfim ",infirme,Martinique
 inosan ,innocent,Martinique
 enstititè ,instituteur,Martinique
 initil ,inutile,Martinique
 lenvantè,inventaire ,Martinique
 jalouzi ,jalousie,Martinique
 janbon ,jambon,Martinique
 jaden ,jardin,Martinique
 ja ,jare,Martinique
 jôn ,jaune,Martinique
 jé ,jeu,Martinique
 jédi ,jeudi,Martinique
 jenn ,jeune,Martinique
 jénès ,jeunesse,Martinique
  Jézikri ,Jésus-christ,Martinique
 jou ,jour,Martinique
" lajounen, jounen ",journée,Martinique
 jido ,judo,Martinique
 jidoka ,judoka,Martinique
 jijib ,jujube,Martinique
 jij ,juge,Martinique
 jijé ,juger,Martinique
 jiridiksyon ,juridiction,Martinique
 jiridique ,juridique,Martinique
 jiris ,juriste,Martinique
 tjilo ,kilo,Martinique
 tjilomèt ,kilomètre,Martinique
 lèd ,laid,Martinique
 lédè ,laideur,Martinique
 tètzoto ,laideron,Martinique
 lapen ,lapin,Martinique
 laj ,large,Martinique
 lajè ,largeur,Martinique
 lèktè ,lecteur,Martinique
 zanmiyèz ,lèsbienne,Martinique
 lèt ,lettre,Martinique
" marisosé, dimwazèl ",libellule,Martinique
 lali ,limon,Martinique
 li ,lire,Martinique
 kabann ,lit,Martinique
 zizimtolé ,lit à colonnes,Martinique
 lokatè ,locataire,Martinique
" loli, zyé-loli ",louche (œil) ,Martinique
 lwé ,louer,Martinique
 lou ,loup,Martinique
 lou ,lourd,Martinique
 môlpi ,lymphatique,Martinique
" mè, li-mè ",maire,Martinique
 mèt ,maître,Martinique
 métrès ,maîtresse,Martinique
 malfanm ,maîtresse-femme,Martinique
 machann ,marchande,Martinique
 marchandé ,marchander,Martinique
" maché, mawché ",marché,Martinique
 maché ,marcher,Martinique
 machin ,machine,Martinique
 machwè ,machoire,Martinique
 malad ,malad,Martinique
 maladi ,maladie,Martinique
 malfétè ,malfaiteur,Martinique
 malè ,malheur,Martinique
 maléré ,malheureux,Martinique
 malen ,malin,Martinique
 manman ,maman,Martinique
 manjé ,manger,Martinique
 manjè ,mangeur,Martinique
" mangous, manglous ",mangouste ,Martinique
 mab ,marbre,Martinique
 ma ,mare,Martinique
 mak ,marque,Martinique
" masak, dépotjilaj, dérayaj ",massacre,Martinique
" masakré, dépotjolé, dérayé ",massacrer,Martinique
 modi ,maudire,Martinique
 modi ,maudit,Martinique
 mové ,mauvais,Martinique
 mandyannè ,mendiant,Martinique
 mandyanné ,mendier,Martinique
" mansonj, mantri, mantézon ",mensonge,Martinique
 mantè ,menteur,Martinique
 manti ,mentir,Martinique
 mizi ,mesure,Martinique
 miziré ,mesurer,Martinique
 chiktay ,miette,Martinique
 militè ,militaire,Martinique
 mirézab ,misérable,Martinique
 misérabilis ,misérabiliste,Martinique
" lanmizè, misère ",misère,Martinique
 mès ,moeurs,Martinique
" sousoun-klérant, sousoun-kléré ",moiré,Martinique
 motjé ,moquer,Martinique
 motjè ,moqueur,Martinique
 monté ,monter,Martinique
 môsô ,morceau,Martinique
" mounmô,  mô ",mort,Martinique
 lanmori ,morue,Martinique
 motè,moteur,Martinique
 mouchwè ,mouchoir,Martinique
" mouchwè-tèt, madras ",mouchoir de tête,Martinique
 moulen ,moulin,Martinique
 mô ,mourir,Martinique
 mouton ,mouton,Martinique
 miks ,muscle,Martinique
 misklé ,musclé,Martinique
" koki, zyé-koki ",myope ,Martinique
 mistè,mystère,Martinique
" né, nèt ",naître,Martinique
  zel-nen ,narine,Martinique
 nésésè ,nécessaire,Martinique
 nésésité ,nécessité,Martinique
" nèg, nèg-nwè ",nègre,Martinique
 chapo-dlo ,nénuphar,Martinique
 nivé ,neveu,Martinique
 nen ,nez,Martinique
" nyès, niyès ",nièce,Martinique
 nôs ,noce,Martinique
" banbochè, kranè, féta ",noceur,Martinique
 nwè ,noir,Martinique
 nwèsè ,noirceur,Martinique
 nouvo ,nouveau,Martinique
 néyé ,noyer (se),Martinique
 niyaj ,nuage,Martinique
 otjipasyon ,occupation,Martinique
 otjipé ,occuper (s'),Martinique
 ofwann ,offrande,Martinique
 ofè ,offrir,Martinique
 zong ,ongle,Martinique
" zoranj, zowanj ",orange,Martinique
 zòdi ,ordure,Martinique
 zowyé ,oreiller,Martinique
 zotèy ,orteil,Martinique
 zòtolan ,ortolan,Martinique
 zo ,os,Martinique
 zobray ,ossature,Martinique
 lous ,ours,Martinique
" panyen, pannyé ",panier,Martinique
 pansé ,panser,Martinique
" bélévan, bwabwa ",pantin,Martinique
 pantoufle ,pantouf,Martinique
 parapli ,parapluie,Martinique
 padon ,pardon,Martinique
 padonnen ,pardonner,Martinique
 paran ,parent,Martinique
 palé ,parler,Martinique
 pastè ,pasteur,Martinique
 pasyans ,patience,Martinique
 matjoukann ,patrimoine,Martinique
 pôv ,pauvre,Martinique
 péyé ,payer,Martinique
 péyè ,payeur,Martinique
 lapo ,peau,Martinique
" penn, pentiré ",peindre,Martinique
" peny, penn ",peigne,Martinique
 penyen ,peigner,Martinique
 pent ,peintre,Martinique
 lapenti ,peinture (bâtiment),Martinique
 penti ,peinture (art),Martinique
" pannan, pandan ",pendant,Martinique
 pansé ,penser,Martinique
" papa,  pè ",père,Martinique
" pè, monpè ",père (religieux),Martinique
 pézé ,peser,Martinique
 pété ,pet,Martinique
 pétayé ,pétarader,Martinique
 pété ,péter,Martinique
" nè, mèyè, pétèt, pitèt ",peut-être,Martinique
 zatrap ,piège,Martinique
 pwan adan an zatrap ,piéger,Martinique
 pilil ,pilule,Martinique
 penso ,pinceau,Martinique
 pichon ,pincement,Martinique
 pichonnen ,pincer,Martinique
 pipe ,pipe (à tabac),Martinique
 sous ,pipe (fellation),Martinique
 pisannit ,pisse-au-lit,Martinique
 pisé ,pisser,Martinique
 kôkôdô ,pleutre,Martinique
 pirézi ,pleurésie,Martinique
 pwa ,poids,Martinique
 pwa ,pois,Martinique
 l apôt ,porte,Martinique
" pôs, lapôs ",poste,Martinique
 pôt ,pot,Martinique
" dobann, pôtchanm ",pot de chambre,Martinique
" pous, gwodwèt ",pouce,Martinique
 lapoud ,poudre,Martinique
 poul ,poul,Martinique
 kay-poul ,poulailler,Martinique
 pôpôt ,poupée,Martinique
 zwèlséré ,poursuite,Martinique
 pousé ,pousser,Martinique
" pousé, pwofité ",pousser (grandir),Martinique
 pouvoir ,pouvwè,Martinique
 préfé ,prefet,Martinique
" lapréfèkti, préfèkti ",préfecture,Martinique
 pran ,prendre,Martinique
" fokal, chapo ",préservatif,Martinique
 prézèvasyon ,préservation,Martinique
 prézèvé ,préserver,Martinique
 prèv ,preuve,Martinique
 prévwè ,prévoir,Martinique
" lajôl, laprizon, prizon ",prison,Martinique
 pwonmès ,promesse,Martinique
" ponmèt, pwonmèt ",promettre,Martinique
 blad-pisa ,prostate,Martinique
" manawa, bôbô ",prostituée,Martinique
 fè manawa ,prostituer (se),Martinique
 wagaba ,proue,Martinique
 pis ,puce,Martinique
 pis ,puisque,Martinique
 pinez ,punaise,Martinique
 pini ,punir,Martinique
 pinision ,punition,Martinique
 piré ,purée,Martinique
 pijé ,purger,Martinique
" matiè, pi, lapostim, limè",pus,Martinique
 kardè ,quart d'heure,Martinique
" tren, ladjè ",querelle,Martinique
" chaché tren, siré ",quereller,Martinique
" chach-tren, sirè",querelleur,Martinique
 rakousi ,raccourcir,Martinique
 ras ,race,Martinique
 rasis ,raciste,Martinique
 rapid ,rapide,Martinique
 balan ,rapidité,Martinique
 ra ,rare,Martinique
 rat ,rat,Martinique
 mantjé ,rater,Martinique
" bok, bouf ",rebuffade,Martinique
 riset ,recette ,Martinique
" frédi, rifrédi ",refroidir,Martinique
 frédisman ,refroidissement,Martinique
 rita ,retard,Martinique
 ritardatè ,retardataire,Martinique
 ritadé ,retarder,Martinique
" viré, déviré, ritou ",retour,Martinique
 rèv ,rêve,Martinique
 révé ,rêver,Martinique
 révè ,rêveur,Martinique
" wonm, tafia ",rhum,Martinique
 ri ,rire,Martinique
" riks, risk ",risque,Martinique
  wa ,roi ,Martinique
 won ,rond,Martinique
 lari ,rue ,Martinique
 riyel ,ruelle,Martinique
" sa, sav, konnet ",savoir,Martinique
" séléra, chyen, chyenfè, isalôp ",scélérat,Martinique
" chyennri, salopri, salopté ",scélératesse,Martinique
" chès, sèk ",sec,Martinique
 séché ,sécher,Martinique
" chesres, sechres ",sécheresse,Martinique
 tété ,sein,Martinique
 sel ,sel,Martinique
 simen ,semer ,Martinique
 tras ,sentier,Martinique
 santi ,sentir,Martinique
" séri, latilié, etsétéra ",série,Martinique
" sérié, sériez ",sérieux ,Martinique
 séri ,serrure,Martinique
" sel, yonn ",seul,Martinique
" bas-tet, kanm, lasies ",sieste,Martinique
" sésé, sè ",soeur,Martinique
" swè, oswè ",soir,Martinique
 sonmèy ,sommeil,Martinique
" dômi ; fè an kanm, fè an pôztèt ",sommeiller,Martinique
 tjenbwa ,sorcellerie,Martinique
" tjenbwazè, manntò ",sorcier,Martinique
 souf ,souffle,Martinique
 souf ,souffre,Martinique
 soufwans ,souffrance,Martinique
" soulajman, wouspèl ",soulagement,Martinique
" soulajé, ba an wouspèl ",soulager,Martinique
 soufè ,souffrir,Martinique
 soupoulèt ,soupe-au-lait,Martinique
 soud ,sourd,Martinique
 sisèt ,sucette,Martinique
" sisé, fè an sous ",sucer,Martinique
 swé ,suer,Martinique
" li-sid, sid ",sud,Martinique
" siplikasyon, tanprisouplé ",supplication,Martinique
 siplis ,supplice,Martinique
" sipliyé, mandé tanprisouplé",supplier,Martinique
 tanbou ,tambour,Martinique
 tanbouyé ,tambourinaire,Martinique
 taza ,tazard,Martinique
 téléfôn ,téléphone,Martinique
 téléfônen ,téléphoner,Martinique
 tèsté ,tenir tête,Martinique
 grenn ,testicule,Martinique
 téyat ,théâtre,Martinique
 tenm ,timbre,Martinique
 timide ,timid,Martinique
 timidité ,timidité,Martinique
 tô ,tort,Martinique
 lélé ,touiller,Martinique
 trantjil ,tranquille,Martinique
 trantjilité ,tranquillité,Martinique
 transfômatè ,transformateur,Martinique
"  transfômasyon, mofwaz ",transformation,Martinique
" transfômé, mofwazé ",transformer,Martinique
 transpô ,transport,Martinique
 tris ,triste,Martinique
" tristès, latristès ",tristesse,Martinique
" tou, twou ",trou,Martinique
 twoub ,trouble,Martinique
 twoublé ,troubler,Martinique
 tjwé ,tuer,Martinique
 tif ,tuf,Martinique
 pisa ,urine,Martinique
" pisé, fè pipi ",uriner,Martinique
 lizin ,usine,Martinique
 izinyé,usinier,Martinique
" ponch, pétépyé, sèk, tisèk, foliba, maténonm ",verre de rhum,Martinique
 véritab ,véritable,Martinique
 palayi-palaya ,versatile,Martinique
 lavi ,vie,Martinique
 vis ,vice,Martinique
" visyé, mako ",vicieux,Martinique
 vis ,vis,Martinique
 loto ,voiture,Martinique
 vôlè ,voler,Martinique
" agoulou, agoulou-gran-fal, saf ",vorace,Martinique
 agouloutri ,voracité,Martinique
 lé ,vouloir,Martinique
 vakabon ,voyou,Martinique
 vré,vrai,Martinique
 bab ,barbe,Martinique
 zwèlséré ,cache-cache,Martinique
 danjéré ,dangereux,Martinique
 bréché ,ébrécher,Martinique
 fa ,fard,Martinique
 djé ,gai,Martinique
 zen ,hameçon,Martinique
 dôwlis ,incube,Martinique
 jalou ,jaloux,Martinique
 kaki ,kaki,Martinique
" kapon, lach ",lâche,Martinique
 mèg ,maigre,Martinique
 mamoukatji ,nain,Martinique
 obéyi ,obéïr,Martinique
 palmis ,palmiste,Martinique
 ka ,quart,Martinique
 chimen-dékoupé ,raccourci,Martinique
 salé ,saler,Martinique
 bradjak ,tacot,Martinique
 yonn ,un ,Martinique
 wawèt ,varech,Martinique
a  ,at,Saramaccan
a  ,he,Saramaccan
a  ,in,Saramaccan
a  ,she,Saramaccan
a  ,to,Saramaccan
a fesi,in front,Saramaccan
a liba,on top of,Saramaccan
a liba,up,Saramaccan
aái,yes,Saramaccan
abalë́ti,slingshot,Saramaccan
abíti,little,Saramaccan
abítímö́ön,soon,Saramaccan
adaáun,sandwasp,Saramaccan
adabasíi,cockroach,Saramaccan
adantífi,toothpaste,Saramaccan
adikpókpo,mushroom,Saramaccan
adingö,shrimp,Saramaccan
adingö u téla,scorpion,Saramaccan
adjaansi,spider,Saramaccan
adjaansipíkimi,echo,Saramaccan
adjámtóo,rice,Saramaccan
"adjasú, akálúbúka, atjawá, bëgogó mbéti, kökö́ni",agouti,Saramaccan
adjéna,bushmaster,Saramaccan
adjindjá,porcupine,Saramaccan
adjíndja,ginger,Saramaccan
adjíwáta,dew,Saramaccan
adjóisi,farewell,Saramaccan
adömítö,butterfly,Saramaccan
afiikán,African,Saramaccan
afokáti,lawyer,Saramaccan
afölö́pu,envelope,Saramaccan
agama,chameleon,Saramaccan
agása / agásámëku,crab,Saramaccan
agba,chin,Saramaccan
agbigbi,owl,Saramaccan
agó,knot,Saramaccan
agófútu,heel,Saramaccan
agófútúwójo,ankle,Saramaccan
agómáun,elbow,Saramaccan
